Original Repo ID,Average Fork Lifespan (days),Fork Count,Forks >= 10,Contributions >= 10,Contributions < 10,Developers,Common Contributions,Forks - Contributions >= 10 - Developers,PR Count,PR Commits Count,Stars >= 10 PRs Count,Stars >= 10 and Unique Commits PRs Count,Stars >= 10 PRs Commits Count,Stars >= 10 and Unique Commits PRs Commits Count,Accepted PR avg lifetime per origin,Stars >= 10 and Unique Commits PR Accepted PR avg lifetime per origin,Forks Unique Commits Count + PR Commits Count,Fork's unique commits,Fork's commits from PR over all unique commits proportion
zephyrproject-rtos/zephyr,1610.24,7910,13,12,0,13,12,0,4812,10515,3191,3191,7441,7441,17.9,17.9,68326,57811,11.40%
miloyip/json-tutorial,0,4317,0,0,0,0,0,0,8,59,0,0,0,0,,,59,0,#DIV/0!
MarlinFirmware/Configurations,1417.65,3369,3,1,0,3,1,0,3,24,3,3,24,24,5.17,5.17,64,40,37.50%
microsoft/Windows-driver-samples,1907.37,5003,2,0,0,2,0,0,176,529,0,0,0,0,,,557,28,0.00%
openwrt/openwrt,1801.33,10035,76,47,0,74,47,2,1751,5781,1675,1675,4393,4393,19.82,19.82,190171,184390,2.33%
FFmpeg/FFmpeg,2712.32,11583,45,7,0,44,7,1,53,1102,11,11,223,223,,,12155,11053,1.98%
pjreddie/darknet,2479.48,12084,21,8,0,20,8,1,16,214,12,12,143,143,,,2673,2459,5.50%
distcc/distcc,0,347,0,0,0,0,0,0,14,52,0,0,0,0,,,52,0,#DIV/0!
SherlockGougou/BigImageViewPager,0,253,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
helloexp/0day,1005.26,816,4,0,0,1,0,3,2,2,0,0,0,0,,,6,4,0.00%
webmproject/libwebp,0,544,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
wandenberg/nginx-push-stream-module,0,292,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
armink/EasyFlash,0,776,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
torch/torch7,0,2381,0,0,0,0,0,0,65,130,0,0,0,0,,,130,0,#DIV/0!
hashcat/hashcat-legacy,0,314,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
id-Software/Quake-III-Arena,3933.19,1268,5,1,0,4,1,1,3,90,3,3,90,90,,,5214,5124,1.73%
Genymobile/scrcpy,1537.47,12497,9,4,0,9,4,0,150,821,15,15,59,59,,,1165,344,14.64%
OpenMathLib/OpenBLAS,0,1610,0,0,0,0,0,0,81,964,0,0,0,0,,,964,0,#DIV/0!
redis/redis,2944.45,18245,26,10,1,23,10,3,357,2421,276,276,1458,1458,24.04,24.16,8985,6564,18.18%
coolsnowwolf/lede,1844.8,19595,11,8,0,11,8,0,252,400,252,252,400,400,1.37,1.37,49202,48802,0.81%
git/git,4125.43,23785,14,5,0,13,4,0,31,764,9,8,110,80,,,131249,130485,0.06%
FreeRDP/FreeRDP,2539.43,24801,7,5,0,6,5,1,238,2466,176,176,1879,1879,3.46,3.46,3249,783,70.59%
qmk/qmk_firmware,1680.94,37434,101,67,1,101,67,0,3344,15034,2252,2252,10952,10952,22.26,22.29,39663,24629,30.78%
typesense/typesense,0,856,0,0,0,0,0,0,49,198,0,0,0,0,,,198,0,#DIV/0!
aristocratos/btop,940.03,877,1,1,0,1,1,0,17,64,1,1,30,30,191.26,191.26,65,1,96.77%
ValveSoftware/Proton,1169.9,972,9,1,0,9,1,0,22,417,14,14,326,326,,,8592,8175,3.83%
zen-browser/desktop,0,1189,0,0,0,0,0,0,249,1691,0,0,0,0,,,1691,0,#DIV/0!
dragonflydb/dragonfly,0,1154,0,0,0,0,0,0,2891,6984,0,0,0,0,,,6984,0,#DIV/0!
simdjson/simdjson,0,1190,0,0,0,0,0,0,1037,3770,0,0,0,0,,,3770,0,#DIV/0!
hyprwm/Hyprland,533.41,1484,2,1,0,2,1,0,227,1036,101,101,397,397,3.92,3.92,1735,699,36.22%
ml-explore/mlx,0,1508,0,0,0,0,0,0,951,2963,0,0,0,0,,,2963,0,#DIV/0!
LizardByte/Sunshine,751.31,1534,3,3,0,3,3,0,1800,3337,24,24,234,234,27.4,27.4,5302,1965,10.64%
shadps4-emu/shadPS4,366.23,1559,10,6,0,10,6,0,678,3766,278,278,949,949,3.28,3.28,9828,6062,13.54%
microsoft/WSL,0,1597,0,0,0,0,0,0,310,942,0,0,0,0,,,942,0,#DIV/0!
carbon-language/carbon-lang,1206.8,1602,1,1,0,1,1,0,353,1322,252,252,997,997,5.4,5.4,1865,543,64.74%
keepassxreboot/keepassxc,3121.11,1684,1,1,0,1,1,0,1100,2350,194,194,302,302,43.49,43.49,2413,63,82.74%
microsoft/winget-cli,338.87,1700,1,0,0,1,0,0,98,376,0,0,0,0,,,391,15,0.00%
flameshot-org/flameshot,1812.4,1863,1,1,0,1,1,0,227,684,32,32,230,230,2.06,2.06,1646,962,19.30%
pqrs-org/Karabiner-Elements,2600.95,883,2,2,0,2,2,0,42,410,6,6,34,34,0.01,0.01,495,85,28.57%
rethinkdb/rethinkdb,3185.93,1912,1,1,0,1,1,0,286,898,123,123,367,367,9.09,9.09,1836,938,28.12%
ssloy/tinyrenderer,3250.32,2186,1,1,0,1,1,0,3,40,1,1,1,1,0.36,0.36,97,57,1.72%
sqlitebrowser/sqlitebrowser,1967.7,2309,1,0,0,1,0,0,124,347,0,0,0,0,,,481,134,0.00%
scottbez1/smartknob,786.46,1203,1,1,0,1,1,0,19,115,1,1,6,6,22.63,22.63,131,16,27.27%
taichi-dev/taichi,1764.46,2402,2,2,0,2,2,0,1448,5358,751,751,2617,2617,1.12,1.12,6540,1182,68.89%
WerWolv/ImHex,0,2480,0,0,0,0,0,0,77,791,0,0,0,0,,,791,0,#DIV/0!
LadybirdBrowser/ladybird,515.63,2570,1,1,0,1,1,0,438,1127,402,402,1049,1049,0.32,0.32,1398,271,79.47%
osquery/osquery,1415.18,2579,2,2,0,2,2,0,913,1971,631,631,1297,1297,14.19,14.19,2395,424,75.36%
duckdb/duckdb,1197.4,2718,2,2,0,2,2,0,421,4094,7,7,62,62,2.28,2.28,6135,2041,2.95%
x64dbg/x64dbg,3381,2737,1,1,0,1,1,0,288,879,244,244,623,623,9.25,9.25,1160,281,68.92%
fmtlib/fmt,873.69,2776,1,0,0,1,0,0,105,168,0,0,0,0,,,179,11,0.00%
lettier/3d-game-shaders-for-beginners,1969.12,1473,2,0,0,2,0,0,0,0,0,0,0,0,,,20,20,0.00%
qbittorrent/qBittorrent,2817.92,3159,6,5,0,6,5,0,289,1134,242,242,468,468,23.78,23.78,1747,613,43.29%
kyleneideck/BackgroundMusic,0,743,0,0,0,0,0,0,1,30,0,0,0,0,,,30,0,#DIV/0!
changkun/modern-cpp-tutorial,0,3158,0,0,0,0,0,0,9,13,0,0,0,0,,,13,0,#DIV/0!
redis/RedisDesktopManager,0,3100,0,0,0,0,0,0,294,832,0,0,0,0,,,832,0,#DIV/0!
barry-ran/QtScrcpy,913.25,3331,3,1,0,1,0,1,71,608,1,0,15,0,36.53,,626,18,0.00%
telegramdesktop/tdesktop,1391.48,5685,22,10,0,20,10,2,221,802,61,61,204,204,15.99,15.99,8850,8048,2.47%
pybind/pybind11,3135.44,2298,1,1,0,1,1,0,284,503,32,32,70,70,7.77,7.77,530,27,72.16%
id-Software/DOOM,1928.62,2515,10,1,0,9,1,1,1,7,1,1,7,7,,,383,376,1.83%
Atmosphere-NX/Atmosphere,1281.17,1283,14,4,0,14,4,0,94,1256,7,7,70,70,4.96,4.96,2590,1334,4.99%
microsoft/react-native-windows,0,1194,0,0,0,0,0,0,3436,5694,0,0,0,0,,,5694,0,#DIV/0!
TheAlgorithms/C-Plus-Plus,898.23,7616,2,0,0,0,0,2,83,287,0,0,0,0,,,287,0,#DIV/0!
apache/brpc,0,4049,0,0,0,0,0,0,59,290,0,0,0,0,,,290,0,#DIV/0!
wled/WLED,1502.47,3504,10,7,0,10,7,0,346,2318,83,83,644,644,12.22,12.22,8095,5777,10.03%
Qv2ray/Qv2ray,1458.9,3286,2,1,0,2,1,0,324,2341,1,1,1,1,0,0,2347,6,14.29%
blender/blender,654.63,2639,5,0,0,5,0,0,0,0,0,0,0,0,,,44123,44123,0.00%
upx/upx,2070.78,1474,2,0,0,2,0,0,10,39,0,0,0,0,,,328,289,0.00%
abseil/abseil-cpp,0,3002,0,0,0,0,0,0,9,25,0,0,0,0,,,25,0,#DIV/0!
bkaradzic/bgfx,2631.29,1988,6,3,0,5,3,1,229,415,196,196,368,368,0.39,0.39,763,348,51.40%
CoatiSoftware/Sourcetrail,1004.07,1598,3,0,0,3,0,0,105,307,0,0,0,0,,,1293,986,0.00%
k4yt3x/video2x,0,1457,0,0,0,0,0,0,22,164,0,0,0,0,,,164,0,#DIV/0!
ZLMediaKit/ZLMediaKit,912.64,3854,6,2,0,2,2,4,160,478,4,4,15,15,1.83,1.83,494,16,48.39%
apache/arrow,2285.7,3844,4,4,0,4,4,0,1190,4561,331,331,3174,3174,5.07,5.07,7518,2957,51.77%
zerotier/ZeroTierOne,967.73,1864,3,1,0,3,1,0,317,1217,2,2,4,4,,,1982,765,0.52%
audacity/audacity,1928.12,2477,7,2,0,7,2,0,101,578,8,8,114,114,0.01,0.01,759,181,38.64%
doitsujin/dxvk,1548.82,976,8,5,0,8,5,0,609,2211,227,227,580,580,9.26,9.26,5812,3601,13.87%
rui314/mold,0,527,0,0,0,0,0,0,4,6,0,0,0,0,,,6,0,#DIV/0!
MarlinFirmware/Marlin,2173.34,15844,104,57,0,104,57,0,4318,15650,4107,4107,13230,13230,5.13,5.13,48453,32803,28.74%
apple/foundationdb,0,1481,0,0,0,0,0,0,557,2596,0,0,0,0,,,2596,0,#DIV/0!
esp8266/Arduino,2815.3,13125,10,4,0,10,4,0,726,2583,528,528,2041,2041,7.61,7.61,7675,5092,28.61%
USTC-Resource/USTC-Course,2205.75,3443,1,0,0,1,0,0,0,0,0,0,0,0,,,1,1,0.00%
Snapchat/Valdi,0,529,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
AaronFeng753/Waifu2x-Extension-GUI,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ceph/ceph,3401.13,6052,3,0,0,3,0,0,0,0,0,0,0,0,,,21722,21722,0.00%
yhirose/cpp-httplib,0,2599,0,0,0,0,0,0,102,266,0,0,0,0,,,266,0,#DIV/0!
NixOS/nix,1830.1,1766,4,4,0,4,4,0,2418,5346,566,566,1613,1613,7.55,7.55,7759,2413,40.06%
chenshuo/muduo,3757.31,5267,1,1,0,1,1,0,4,63,1,1,24,24,,,102,39,38.10%
espressif/arduino-esp32,1755.06,7614,8,7,0,8,7,0,1163,4819,281,281,1310,1310,8.08,8.08,8249,3430,27.64%
moonlight-stream/moonlight-qt,366.86,897,4,2,0,4,2,0,46,83,5,5,21,21,427.49,427.49,210,127,14.19%
polybar/polybar,1866.63,704,1,1,0,1,1,0,35,188,2,2,31,31,0.42,0.42,265,77,28.70%
tindy2013/subconverter,737.57,2994,5,2,0,5,2,0,7,54,5,5,41,41,250.77,250.77,321,267,13.31%
scylladb/scylladb,0,1463,0,0,0,0,0,0,655,1263,0,0,0,0,,,1263,0,#DIV/0!
hoffstadt/DearPyGui,353.13,766,1,1,0,1,1,0,300,858,1,1,2,2,,,1211,353,0.56%
MatsuriDayo/nekoray,364.84,1487,3,0,0,3,0,0,0,0,0,0,0,0,,,86,86,0.00%
dogecoin/dogecoin,1633.65,3083,8,4,0,6,4,2,801,2128,767,767,1840,1840,14.18,14.18,4927,2799,39.66%
wolfpld/tracy,0,951,0,0,0,0,0,0,2,30,0,0,0,0,,,30,0,#DIV/0!
OpenRCT2/OpenRCT2,2605.98,1718,4,2,0,4,2,0,749,3178,500,500,2207,2207,6.81,6.81,4423,1245,63.93%
wkhtmltopdf/wkhtmltopdf,0,1951,0,0,0,0,0,0,10,46,0,0,0,0,,,46,0,#DIV/0!
Tencent/rapidjson,2684.32,3510,2,1,0,2,1,0,112,507,1,1,3,3,,,515,8,27.27%
dolphin-emu/dolphin,2059.4,2498,24,14,0,24,14,0,442,1688,356,356,1176,1176,23.02,23.02,13621,11933,8.97%
davisking/dlib,2513.19,3075,3,1,0,3,1,0,16,91,2,2,2,2,0.44,0.44,108,17,10.53%
sogou/workflow,857.41,2589,2,1,0,1,1,1,29,173,1,1,3,3,,,603,430,0.69%
official-stockfish/Stockfish,2904.15,2615,11,7,0,11,7,0,574,1648,529,529,1498,1498,4.09,4.09,14755,13107,10.26%
spotify/annoy,957.08,1258,1,0,0,1,0,0,128,307,0,0,0,0,,,311,4,0.00%
arangodb/arangodb,0,905,0,0,0,0,0,0,17129,83874,0,0,0,0,,,83874,0,#DIV/0!
PCSX2/pcsx2,1269.89,1870,15,4,0,14,4,1,2663,6169,379,379,1282,1282,28.33,28.33,16697,10528,10.86%
bulletphysics/bullet3,3236.47,2952,3,1,0,3,1,0,41,115,22,22,93,93,10.33,10.33,267,152,37.96%
musescore/MuseScore,2574.59,2960,4,3,0,4,3,0,2519,4433,2085,2085,3589,3589,16.39,16.39,6549,2116,62.91%
lynx-family/lynx,0,479,0,0,0,0,0,0,3481,2245,0,0,0,0,,,2245,0,#DIV/0!
xournalpp/xournalpp,2223.66,967,1,1,0,1,1,0,191,1636,2,2,21,21,15.14,15.14,1704,68,23.60%
transmission/transmission,2261.95,1298,4,1,0,4,1,0,1831,8427,6,6,23,23,411.94,411.94,8725,298,7.17%
webview/webview,1642.31,1063,2,0,0,2,0,0,28,101,0,0,0,0,,,197,96,0.00%
apache/incubator-weex,2117.61,1795,1,0,0,1,0,0,78,551,0,0,0,0,,,585,34,0.00%
ggml-org/ggml,699.24,1428,5,4,0,4,3,0,240,2208,5,4,62,33,70.71,12.66,2863,655,4.80%
OpenGenus/cosmos,2198.79,3598,4,2,0,1,1,2,55,84,49,48,49,48,0.01,0.01,85,1,97.96%
game1024/Speedy,91.02,953,3,0,0,0,0,3,86,139,0,0,0,0,,,139,0,#DIV/0!
facebook/watchman,194.51,1092,14,1,0,1,1,13,74,114,1,1,6,6,,,120,6,50.00%
alibaba/MNN,1229.84,2128,1,0,0,1,0,0,168,500,0,0,0,0,,,502,2,0.00%
mobile-shell/mosh,3169.04,751,9,5,0,9,5,0,50,192,44,44,154,154,0.65,0.65,752,560,21.57%
drogonframework/drogon,0,1285,0,0,0,0,0,0,602,1636,0,0,0,0,,,1636,0,#DIV/0!
mltframework/shotcut,0,1291,0,0,0,0,0,0,76,286,0,0,0,0,,,286,0,#DIV/0!
carla-simulator/carla,2210.32,4221,5,2,0,5,2,0,1681,8084,2,2,52,52,,,8837,753,6.46%
isl-org/Open3D,1832.6,2429,3,1,0,3,1,0,1618,8686,23,23,163,163,7.23,7.23,12232,3546,4.39%
hrydgard/ppsspp,2597.84,2320,11,7,0,11,7,0,6286,19524,3455,3455,10124,10124,1.56,1.56,21327,1803,84.88%
google/guetzli,2938.42,1021,1,1,0,1,1,0,7,95,2,2,60,60,,,639,544,9.93%
dail8859/NotepadNext,0,774,0,0,0,0,0,0,112,234,0,0,0,0,,,234,0,#DIV/0!
qgis/QGIS,3760,3274,3,2,0,3,2,0,11631,32732,6874,6874,23392,23392,2.38,2.38,34137,1405,94.33%
TheCherno/Hazel,0,1548,0,0,0,0,0,0,3,20,0,0,0,0,,,20,0,#DIV/0!
google/or-tools,2064.27,2338,2,1,0,2,1,0,182,680,27,27,238,238,15.3,15.3,1684,1004,19.16%
capnproto/capnproto,0,996,0,0,0,0,0,0,763,1887,0,0,0,0,,,1887,0,#DIV/0!
vnotex/vnote,0,1293,0,0,0,0,0,0,77,248,0,0,0,0,,,248,0,#DIV/0!
acaudwell/Gource,4454.53,796,1,0,0,1,0,0,1,1,0,0,0,0,,,343,342,0.00%
ShiqiYu/libfacedetection,0,3024,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
M2Team/NanaZip,292.6,316,1,0,0,0,0,1,7,14,0,0,0,0,,,14,0,#DIV/0!
ninja-build/ninja,3226.95,1752,1,0,0,1,0,0,35,132,0,0,0,0,,,417,285,0.00%
ArduPilot/ardupilot,3141.53,19026,21,17,0,20,17,1,5553,23580,5367,5367,21785,21785,11.95,11.95,79782,56202,27.93%
Snapchat/KeyDB,0,655,0,0,0,0,0,0,91,603,0,0,0,0,,,603,0,#DIV/0!
zealdocs/zeal,3400.64,835,1,1,0,1,1,0,39,190,9,9,13,13,4.9,4.9,205,15,46.43%
assimp/assimp,3143.28,3037,2,2,0,1,1,0,849,2881,3,2,34,4,2.58,1.83,3078,197,1.99%
NVIDIA/TensorRT,1478.86,2294,2,2,0,2,2,0,155,556,96,96,411,411,0.42,0.42,576,20,95.36%
organicmaps/organicmaps,0,1236,0,0,0,0,0,0,2676,5946,0,0,0,0,,,5946,0,#DIV/0!
google/flatbuffers,1529.9,3450,3,2,0,3,2,0,73,205,3,3,14,14,,,267,62,18.42%
SerenityOS/serenity,1463.62,3407,1,1,0,1,1,0,590,1504,544,544,1456,1456,0.41,0.41,2228,724,66.79%
deskflow/deskflow,2444.39,2503,7,3,0,7,3,0,1345,6299,8,8,143,143,257.11,257.11,8126,1827,7.26%
zhongyang219/TrafficMonitor,1009.21,3476,8,3,0,6,3,2,4,10,4,4,10,10,91.63,91.63,191,181,5.24%
emscripten-core/emscripten,4891.57,3511,1,1,0,1,1,0,7828,17860,1255,1255,3708,3708,16.06,16.06,23605,5745,39.23%
TranslucentTB/TranslucentTB,2239.58,1213,2,0,0,2,0,0,13,151,0,0,0,0,,,169,18,0.00%
google/filament,2287.87,2099,1,0,0,1,0,0,5237,9006,0,0,0,0,,,9231,225,0.00%
DayBreak-u/chineseocr_lite,1966.18,2251,1,0,0,1,0,0,17,17,0,0,0,0,,,114,97,0.00%
aria2/aria2,3568.19,3859,2,0,0,2,0,0,107,197,0,0,0,0,,,291,94,0.00%
rizinorg/cutter,698.95,1332,1,0,0,1,0,0,534,1585,0,0,0,0,,,1588,3,0.00%
facebook/yoga,2672.21,1493,2,2,0,2,2,0,121,243,7,7,72,72,,,491,248,22.50%
MaaAssistantArknights/MaaAssistantArknights,585.23,2429,3,1,0,1,1,2,2036,13466,1,1,1,1,,,13467,1,50.00%
mapeditor/tiled,4914.07,1807,1,1,0,1,1,0,102,304,4,4,6,6,8.47,8.47,2050,1746,0.34%
mozilla/DeepSpeech,2176.65,4093,4,1,0,4,1,0,508,1392,4,4,10,10,2.09,2.09,2108,716,1.38%
Tencent/ncnn,1931.72,4265,6,5,0,6,5,0,1176,6388,935,935,5476,5476,6.59,6.59,12891,6503,45.71%
uNetworking/uWebSockets,1695.02,1835,3,0,0,3,0,0,9,74,0,0,0,0,,,127,53,0.00%
alibaba/weex,0,2162,0,0,0,0,0,0,568,2602,0,0,0,0,,,2602,0,#DIV/0!
facebookresearch/faiss,2113.92,4138,4,0,0,3,0,1,337,1051,0,0,0,0,,,1068,17,0.00%
Alinshans/MyTinySTL,0,3359,0,0,0,0,0,0,58,288,0,0,0,0,,,288,0,#DIV/0!
deepseek-ai/FlashMLA,259.26,897,1,0,0,1,0,0,2,6,0,0,0,0,,,22,16,0.00%
v8/v8,2473.93,4235,6,1,0,5,1,1,46,104,1,1,1,1,,,4686,4582,0.02%
trojan-gfw/trojan,1603.71,3087,2,1,0,2,1,0,15,81,1,1,16,16,,,117,36,30.77%
skypjack/entt,2528.7,1016,1,1,0,1,1,0,16,98,3,3,5,5,,,142,44,10.20%
Tencent/MMKV,225.71,1971,1,1,0,1,1,0,212,1227,1,1,1,1,0.14,0.14,1299,72,1.37%
luanti-org/luanti,2438.65,2186,5,3,0,4,3,1,81,447,35,35,98,98,4.24,4.24,1292,845,10.39%
snowie2000/mactype,0,456,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
microsoft/wslg,0,398,0,0,0,0,0,0,119,179,0,0,0,0,,,179,0,#DIV/0!
manticoresoftware/manticoresearch,2244.28,636,1,1,0,1,1,0,1282,4762,1,1,2,2,,,4764,2,50.00%
FreeCAD/FreeCAD,2059.1,4896,11,9,0,10,9,1,2508,6838,2155,2155,6188,6188,8.25,8.25,18898,12060,33.91%
catchorg/Catch2,1525.69,3293,1,1,0,1,1,0,33,82,1,1,30,30,,,136,54,35.71%
sonic-pi-net/sonic-pi,1325.69,974,4,0,0,2,0,2,46,334,0,0,0,0,,,2551,2217,0.00%
vesoft-inc/nebula,546.21,1290,1,1,0,1,1,0,234,815,6,6,53,53,108.31,108.31,942,127,29.44%
RPCS3/rpcs3,2961.77,2128,9,9,0,9,9,0,4459,12069,4342,4342,11634,11634,6.65,6.65,14267,2198,84.11%
swoole/swoole-src,0,3229,0,0,0,0,0,0,824,4226,0,0,0,0,,,4226,0,#DIV/0!
redpanda-data/redpanda,0,707,0,0,0,0,0,0,1016,2297,0,0,0,0,,,2297,0,#DIV/0!
gabime/spdlog,882.05,5007,1,0,0,0,0,1,42,345,0,0,0,0,,,345,0,#DIV/0!
AutoHotkey/AutoHotkey,1533.72,1079,2,2,0,2,2,0,11,71,9,9,39,39,164.54,164.54,200,129,23.21%
notepad-plus-plus/notepad-plus-plus,3053.5,4989,2,1,0,2,1,0,407,1045,395,395,955,955,0.44,0.44,1235,190,83.41%
ggml-org/whisper.cpp,583.97,5012,6,4,0,4,2,0,210,1692,7,2,23,8,6.5,2.37,1879,187,4.10%
hluk/CopyQ,0,540,0,0,0,0,0,0,303,463,0,0,0,0,,,463,0,#DIV/0!
mongodb/mongo,2995.24,5578,7,1,0,7,1,0,98,1019,1,1,23,23,,,1891,872,2.57%
78/xiaozhi-esp32,255.69,4469,11,7,0,10,7,1,123,411,54,54,231,231,1.44,1.44,1368,957,19.44%
envoyproxy/envoy,2581.12,5105,3,2,0,3,2,0,5360,9417,22,22,297,297,6.67,6.67,14381,4964,5.65%
OrcaSlicer/OrcaSlicer,561.52,1516,6,5,1,6,5,0,274,1162,52,52,210,210,7.01,7.55,3182,2020,9.42%
facebook/hhvm,1077.07,3214,20,3,0,5,3,15,159,877,97,97,270,270,1.04,1.04,1365,488,35.62%
google/libphonenumber,0,2201,0,0,0,0,0,0,1817,3023,0,0,0,0,,,3023,0,#DIV/0!
google/sentencepiece,0,1305,0,0,0,0,0,0,190,192,0,0,0,0,,,192,0,#DIV/0!
microsoft/onnxruntime,960.89,3482,5,2,0,3,2,2,13846,71653,207,207,1359,1359,4.98,4.98,77128,5475,19.89%
filecxx/FileCentipede,0,687,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
Z3Prover/z3,2469.5,1550,2,1,0,2,1,0,358,1412,14,14,39,39,26.52,26.52,3323,1911,2.00%
ossrs/srs,3226.72,5227,3,3,0,3,3,0,224,1188,192,192,781,781,5.18,5.18,4529,3341,18.95%
cameron314/concurrentqueue,3286.06,1881,2,0,0,0,0,2,0,0,0,0,0,0,,,0,0,#DIV/0!
microsoft/calculator,2381.33,5663,2,1,0,2,1,0,138,448,3,3,78,78,,,1478,1030,7.04%
facebook/hermes,1062.88,732,4,2,0,4,2,0,128,197,3,3,45,45,,,783,586,7.13%
google-deepmind/mujoco,0,1226,0,0,0,0,0,0,16,22,0,0,0,0,,,22,0,#DIV/0!
apple/turicreate,0,1155,0,0,0,0,0,0,48,97,0,0,0,0,,,97,0,#DIV/0!
taskflow/taskflow,2415.42,1342,1,1,0,0,0,0,7,16,1,0,1,0,0.01,,16,0,#DIV/0!
mawww/kakoune,0,758,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
rr-debugger/rr,0,674,0,0,0,0,0,0,81,100,0,0,0,0,,,100,0,#DIV/0!
google-ai-edge/mediapipe,1365.7,5570,14,4,0,14,4,0,26,71,10,10,54,54,,,704,633,7.86%
ariya/phantomjs,2487.07,5709,6,3,0,6,3,0,134,336,74,74,106,106,76.4,76.4,535,199,34.75%
PaddlePaddle/Paddle,0,5831,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
SFML/SFML,3612.28,1880,3,2,0,3,2,0,1066,1791,96,96,169,169,5.52,5.52,6360,4569,3.57%
rhasspy/piper,890.32,849,1,1,0,1,1,0,3,90,2,2,60,60,75.15,75.15,312,222,21.28%
qinguoyi/TinyWebServer,1550.12,4214,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
WasmEdge/WasmEdge,0,937,0,0,0,0,0,0,1631,3951,0,0,0,0,,,3951,0,#DIV/0!
facebook/folly,0,6070,0,0,0,0,0,0,40,48,0,0,0,0,,,48,0,#DIV/0!
microsoft/STL,2247.9,1627,1,1,0,1,1,0,871,5998,829,829,5740,5740,3.5,3.5,6027,29,99.50%
dyang886/Game-Cheats-Manager,0,369,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
JoeyDeVries/LearnOpenGL,1257.96,2876,2,0,0,2,0,0,0,0,0,0,0,0,,,58,58,0.00%
tstack/lnav,0,374,0,0,0,0,0,0,26,26,0,0,0,0,,,26,0,#DIV/0!
Alexays/Waybar,1004.08,942,1,1,0,0,0,0,64,247,2,0,29,0,9.16,,247,0,#DIV/0!
nasa/fprime,2598.71,1469,2,2,0,2,2,0,627,2814,382,382,1907,1907,5.43,5.43,4438,1624,54.01%
Const-me/Whisper,0,925,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
HIllya51/LunaTranslator,323.33,998,1,1,0,1,1,0,9,25,1,1,1,1,0.12,0.12,36,11,8.33%
google/skia,3618.66,1483,2,1,0,2,1,0,75,193,6,6,124,124,,,1080,887,12.27%
baldurk/renderdoc,1696.67,1447,4,1,0,4,1,0,4,41,1,1,1,1,,,58,17,5.56%
electronicarts/CnC_Remastered_Collection,1781.61,5404,6,0,0,5,0,1,2,2,0,0,0,0,,,1148,1146,0.00%
wuye9036/CppTemplateTutorial,2431.2,1577,4,2,0,1,1,2,4,7,3,1,3,1,1240.13,,8,1,50.00%
Tencent/mars,2450.74,3541,3,0,0,2,0,1,128,441,0,0,0,0,,,443,2,0.00%
microsoft/LightGBM,39.3,3957,1,0,0,0,0,1,1949,8797,0,0,0,0,,,8797,0,#DIV/0!
colmap/colmap,2255.07,1773,4,1,0,4,1,0,734,3465,1,1,5,5,,,3492,27,15.63%
s3fs-fuse/s3fs-fuse,0,1058,0,0,0,0,0,0,50,83,0,0,0,0,,,83,0,#DIV/0!
niedev/RTranslator,0,852,0,0,0,0,0,0,1,15,0,0,0,0,,,15,0,#DIV/0!
perspective-dev/perspective,0,1257,0,0,0,0,0,0,1380,3903,0,0,0,0,,,3903,0,#DIV/0!
facebook/rocksdb,2615.21,6305,10,5,0,9,5,1,149,724,29,29,377,377,9.72,9.72,5287,4563,7.63%
openalpr/openalpr,2389.51,2508,1,0,0,1,0,0,3,3,0,0,0,0,,,6,3,0.00%
argotorg/solidity,759.2,6491,41,6,0,11,6,30,6807,15286,31,31,268,268,5.74,5.74,18850,3564,6.99%
deepseek-ai/3FS,0,968,0,0,0,0,0,0,33,34,0,0,0,0,,,34,0,#DIV/0!
bpftrace/bpftrace,0,1422,0,0,0,0,0,0,516,684,0,0,0,0,,,684,0,#DIV/0!
AGWA/git-crypt,2357.86,525,3,2,0,3,2,0,9,36,7,7,33,33,,,74,38,46.48%
Studio3T/robomongo,0,821,0,0,0,0,0,0,2,60,0,0,0,0,,,60,0,#DIV/0!
microsoft/napajs,0,372,0,0,0,0,0,0,73,245,0,0,0,0,,,245,0,#DIV/0!
nodegui/nodegui,0,308,0,0,0,0,0,0,440,850,0,0,0,0,,,850,0,#DIV/0!
Oneflow-Inc/oneflow,0,1047,0,0,0,0,0,0,9220,76782,0,0,0,0,,,76782,0,#DIV/0!
