Original Repo Name,Stars,Family Count (All Forks),Family Count (Stars >= 10),Family Repo Names (Stars >= 10),Commit Count where from_repo contains original repo,Commit Count total commits (all chunks for repo),Forks with Unique Commits Count,PR Coverage Ratio,PR Merge Rate
mapnik/mapnik,3868,815,1,mapycz/mapnik,16250,17624,1,1,0.81670282
mapsme/omim,4602,1153,0,,47088,47088,0,,0.9375194765
marcobambini/gravity,4445,241,0,,778,778,0,,0.8260869565
markparticle/WebServer,4008,698,1,gaojingcome/WebServer,146,147,1,0,0.8529411765
martanne/vis,4419,276,0,,3382,3382,0,,0.5313807531
martin-ger/esp_wifi_repeater,5082,928,2,rubfi/esp_wifi_repeater;dabare/esp_wifi_repeater,391,392,1,0,0.7592592593
martinezjavier/ldd3,2543,862,2,makelinux/ldd3;cu-ecen-aeld/ldd3,354,357,1,0.5,0.6440677966
mas-bandwidth/netcode,2527,186,1,vvanders/netcode.io,1198,1198,0,1,0.9014084507
mas-bandwidth/yojimbo,2628,293,0,,1940,1940,0,,0.7578947368
matrixcascade/PainterEngine,3180,337,0,,362,362,0,,0.7088607595
mattn/go-sqlite3,8852,1141,2,CovenantSQL/go-sqlite3-encrypt;jgiannuzzi/go-sqlite3,1072,1118,2,1,0.6575875486
matz/streem,4605,255,0,,986,986,0,,0.8064516129
mausimus/ShaderGlass,3460,93,0,,345,345,0,,0.8125
mavlink/qgroundcontrol,4127,4312,3,bluerobotics/qgroundcontrol;DeepWaterExploration/qgroundcontrol;DomenicoPatella/qgroundcontrol,23703,24959,3,0.6666666667,0.850363614
mawww/kakoune,10614,758,0,,11077,11077,0,,0.7692922831
maximegmd/CyberEngineTweaks,4758,308,0,,1499,1499,0,,0.857615894
mbebenita/Broadway,2851,451,2,bemasc/Broadway;cometas/Broadway,253,261,2,0.5,0.4615384615
mcmilk/7-Zip-zstd,6320,348,4,smalltong02/7-Zip-zstd;Unity-Technologies/7-Zip-zstd;sebres/7-Zip-zstd;SCell555/7-Zip-zstd,740,867,3,0.5,0.8043478261
me-no-dev/ESPAsyncWebServer,3996,1076,8,ESP32Async/ESPAsyncWebServer;esphome/ESPAsyncWebServer;dvarrel/ESPAsyncWebSrv;yubox-node-org/ESPAsyncWebServer;lorol/ESPAsyncWebServer;Aircoookie/ESPAsyncWebServer;justcallmekoko/ESPAsyncWebServer;bigbrodude6119/ESPAsyncWebServer,883,1522,8,0.25,0.468
me115/design_patterns,7109,1789,0,,21,21,0,,0.03225806452
medusalix/xone,2351,131,2,dlundqvist/xone;tskaar/xone,187,383,2,1,0.2394366197
meetecho/janus-gateway,8950,1800,2,webrtc-gateway/janus-gateway;mixer/janus-gateway,6255,7529,2,1,0.7885326757
melonDS-emu/melonDS,4331,555,8,vitor251093/KHMelonMix;Hydr8gon/melonDS;makinori/melonPrimeDS;rafaelvcaetano/melonDS-android-lib;Wokann/melonDS_CHN;libretro/melonDS;rileytestut/melonDS;ag-advania/melonPrimeDS,3598,8360,8,0.75,0.5908346972
memcached/memcached,14066,3254,8,dustin/memcached;jefyt/memcached-windows;george0st/memcached;mdounin/memcached;trondn/memcached;dormando/memcached;dkrotx/memcached-dd;tuenti/memcached-tuenti-multiport,2821,5404,7,0.375,0.1964809384
memgraph/memgraph,3520,192,0,,12161,12161,0,,0.8092698934
memononen/nanovg,5513,731,4,cmaughan/nanovg;danilw/nanovg_vulkan;Const-me/nanovg;wjakob/nanovg,416,662,4,0.25,0.5601851852
merbanan/rtl_433,7055,1421,1,winterrace/rtl_433_win,3769,3855,1,1,0.7988826816
meshtastic/firmware,6268,1710,10,exploiteers/Meshtastic-Exploiteers-Hacker-Pager;musznik/firmware;meshtastic/defcontastic;meshtastic-ua/firmware;geeksville/Meshtastic-esp32;1harios/firmware;mverch67/meshtastic-firmware;Timmotools/meshtastic_TFT-GUI-WORK;fablabbcn/smartcitizen-meshtastic;m5stack/meshtastic-firmware,12386,13671,9,0.5,0.8453318335
mgba-emu/mgba,6615,792,5,libretro/mgba;44670/mgba-k210;rintim/mgba-3ds-i18n-zh;extremscorner/mgba;weihuoya/mgba,11595,12269,4,0.2,0.6645021645
mhammond/pywin32,5491,913,0,,4941,4941,0,,0.7320644217
mhogomchungu/media-downloader,3808,271,0,,2196,2196,0,,0.9744897959
micropython/micropython,21181,6330,39,adafruit/circuitpython;lvgl/lv_micropython;mcauser/micropython;tsaarni/micropython-with-esp32-cam;openmv/micropython;dpgeorge/micropython;01studio-lab/micropython;aykevl/micropython;fupy/micropython;glenn20/micropython;r4d10n/micropython-wch-ch32v307;tannewt/circuitpython;osresearch/micropython;ghubcoder/micropython-pico-deepsleep;mmicko/micropython;Vogtinator/micropython;tralamazza/micropython;wemos/micropython;gneverov/micropythonrt;gengyong/micropython;jyoberle/micropython-amiga;Neutree/micropython;dhylands/micropython;imliubo/M5Stack-micropython;matthewelse/micropython;nos86/micropython;Infineon/micropython;robert-hh/micropython;yunkya2/micropython-x68k;xobs/micropython;trezor/micropython;Jongy/micropython;ambiot/micropython;pimoroni/micropython;lupyuen/bluepill-micropython;davidgiven/micropython;echo-lalia/microhydra-frozen;andrewleech/micropython;YXZhu/micropython,18058,64343,39,0.6153846154,0.361547763
microshow/RxFFmpeg,4706,772,0,,373,373,0,,0
microsoft/AirSim,17749,4592,11,CodexLabsLLC/Colosseum;czero69/AirSim;SaundersJE97/PRL4AirSim;FSTDriverless/AirSim;AOS55/AirSim-1;ktzsh/AirSim;flowerskitchen/AirSim;22alo/AirSim;ethz-asl/AirSim;touchasky/AirSim;alonfaraj/AirSim,3863,4969,8,0.4545454545,0.7370737074
microsoft/CNTK,17601,4271,0,,27044,27044,0,,0.4615384615
microsoft/Detours,6052,1097,2,KNSoft/KNSoft.SlimDetours;zxffffffff/Detours-modified,144,228,2,0,0.70625
microsoft/DirectX-Graphics-Samples,6612,2088,3,GPUOpen-LibrariesAndSDKs/nBodyD3D12;carlos-lopez-garces/SDFGI;GameTechDev/ISPC-DirectX-Graphics-Samples,945,1287,3,0.6666666667,0.8047619048
microsoft/DirectXShaderCompiler,3446,700,3,EpicGames/DirectXShaderCompiler;google/DirectXShaderCompiler;hexops/DirectXShaderCompiler,5603,6056,3,1,0.8906463581
microsoft/GSL,6574,759,0,,1103,1103,0,,0.7375
microsoft/GW-BASIC,3473,510,3,dspinellis/GW-BASIC;lpereira/GW-BASIC;historicalsource/GW-BASIC,2,215,2,,
microsoft/LightGBM,17914,3957,1,mmaluy1993/LightGBM,4367,4367,0,0,0.8977599081
microsoft/ProcDump-for-Linux,3054,337,0,,270,270,0,,0.829787234
microsoft/ProcMon-for-Linux,4588,295,0,,52,52,0,,0.8163265306
microsoft/SEAL,3920,730,1,snu-ccl/FHE-MP-CNN,1844,1850,1,0,0.608
microsoft/SPTAG,4957,607,0,,1015,1015,0,,0.7481481481
microsoft/STL,10897,1627,1,StephanTLavavej/STL,4684,4713,1,1,0.8949838662
microsoft/WSL,30494,1597,0,,1436,1436,0,,0.7372093023
microsoft/WSL2-Linux-Kernel,9971,1256,7,nathanchance/WSL2-Linux-Kernel;EDLLT/WSL2-Linux-Kernel;diddlesnaps/WSL2-Linux-Kernel;xieyubo/WSL2-Linux-Kernel;satya-nutella/WSL2-Linux-Kernel;alk3p/WSA-Linux-Kernel;karthik558/WSL2-Linux-Kernel,1476193,1556622,5,0,0.1111111111
microsoft/WinObjC,6262,848,0,,3570,3570,0,,0.9089285714
microsoft/Windows-driver-samples,7566,5003,2,tthk/Invertible-USB-Mouse-Driver-Filter-Driver;OpenVPN/Windows-driver-samples,1216,1244,2,0,0.7212449256
microsoft/WindowsAppSDK,4355,417,0,,5728,5728,0,,0.8157303371
microsoft/calculator,30763,5663,2,unoplatform/calculator;FlyTechVideos/calculator,1012,2042,2,0.5,0.7342995169
microsoft/cpprestsdk,8253,1702,0,,2274,2274,0,,0.593877551
microsoft/ebpf-for-windows,3358,270,0,,3705,3705,0,,0.8023743017
microsoft/microsoft-ui-xaml,7170,830,0,,3337,3337,0,,0.8988203267
microsoft/mimalloc,12233,992,1,GoldJohnKing/mimalloc,4274,4336,1,0,0.5137844612
microsoft/msquic,4546,676,0,,6924,6924,0,,0.9001180638
microsoft/napajs,9211,372,0,,352,352,0,,0.8220858896
microsoft/onnxruntime,18599,3482,5,intel/onnxruntime;CryptoMonkey21/onnxruntime;1harios/onnxruntime;dream-horizon-org/onnxruntime;hailo-ai/onnxruntime,38273,43748,3,0.4,0.8194630872
microsoft/proxy,3035,211,0,,213,213,0,,0.9170506912
microsoft/react-native-code-push,9143,1487,5,Soomgo-Mobile/react-native-code-push;CodePushNext/react-native-code-push;revopush/react-native-code-push;lisong/react-native-code-push;HSL5430/react-native-code-push,1984,2653,5,0.4,0.7635983264
microsoft/react-native-windows,17105,1194,0,,21771,21771,0,,0.8407347598
microsoft/service-fabric,3050,403,0,,841,841,0,,0.7801724138
microsoft/terminal,101040,9390,4,ChasDebi/microsoft-terminal;cinnamon-msft/terminal;aubymori/ConhostEX;Lafcadia/terminal,11426,11945,4,0.25,0.8686234818
microsoft/verona,3699,171,0,,1103,1103,0,,0.872255489
microsoft/winfile,7036,725,6,brianluft/heirloom;schinagl/winfile;DrPizza/winfile;TransmissionZero/WinFile-Classic;blackwingcat/winfile_nt5;historicalsource/winfile,321,847,5,0.3333333333,0.6941176471
microsoft/winget-cli,25090,1700,1,nisancigokmen/winget-cli,1820,1835,1,0,0.861971831
microsoft/wslg,11351,398,0,,561,561,0,,0.8727272727
mikke89/RmlUi,3648,432,0,,2723,2723,0,,0.799270073
miloyip/json-tutorial,7943,4317,0,,154,154,0,,0.1888888889
mindspore-ai/mindspore,4647,726,1,peng-zhihui/mindspore,111864,111989,1,0,0.02173913043
ming1016/study,3904,770,0,,218,218,0,,0.25
minoca/os,2757,245,1,firjfijr-m5-2/os-1,1610,1610,0,0,0
mintty/wsltty,3177,111,0,,279,279,0,,0.6
mit-biomimetics/Cheetah-Software,3071,982,1,karlji1021/Cheetah-Software,4,9,1,0,0.125
mit-pdos/xv6-public,9076,4069,6,dancrossnyc/rxv64;pandax381/xv6-net;KevinVan720/xv6-gui;ninadnaik10/xv6-public;Connor-GH/relix;firjfijr-m5-2/xv6-public,2697,3267,5,0.1666666667,0.02745098039
mit-pdos/xv6-riscv,8940,3098,4,pandax381/xv6-riscv-net;ipacman/xv6-riscv;null0NULL123/xv6-riscv-lab;jserv/xv6-riscv,1640,1697,4,0,0.1282051282
mixxxdj/mixxx,6150,1494,0,,60543,60543,0,,0.7916338841
mjolnirapp/mjolnir,5210,133,0,,1611,1611,0,,0.8214285714
mkleehammer/pyodbc,3057,584,0,,584,584,0,,0.694214876
ml-explore/mlx,22989,1508,0,,1763,1763,0,,0.8738839286
mlpack/mlpack,5558,1716,1,cloud-shannon/mlpack,31395,31395,0,0,0.7247167436
mltframework/shotcut,13079,1291,0,,6942,6942,0,,0.7478070175
mmp/pbrt-v3,5041,1175,5,moranzcw/pbrt-v3;xavierchermain/pbrt-v3-procedural-glint;giuliojiang/pbrt-v3-IILE;tyxchen/WoBonPBRTv3;syoyo/pbrt-v3,805,1262,5,0.4,0.5957446809
mmp/pbrt-v4,3449,564,1,GPUOpen-Effects/pbrt-v4,1471,1477,1,0,0.7215189873
mobile-shell/mosh,13336,751,9,rinne/mosh;boutier/mosh;4ast/mosh;saurik/mosh;ipkn/mosh;jdrouhard/mosh;kmcallister/mosh;ddrown/mosh;blinksh/mosh-server,1467,2027,9,0.5555555556,0.3525179856
moby/hyperkit,3743,365,0,,624,624,0,,0.8318181818
mofarrell/p2pvc,2899,216,0,,212,212,0,,0.7857142857
monero-project/monero,10100,3515,14,oxen-io/oxen-core;X-CASH-official/xcash-core;aeonix/aeon;Beldex-Coin/beldex;EquilibriaCC/Equilibria;moneromooo-monero/bitmonero;LMDB/bitmonero;fluffypony/monero;swap-dev/swap;toints/moneroclassic;XmanXU/monero-original;monero-ecosystem/pymonero;Hardcoding-1992/monero;mooonero/mordinals,14068,29988,13,0.5,0.828757976
mongodb/mongo,27817,5578,7,RickP/mongopi;skrabban/mongo-nonx86;Tokutek/tokumxse;alibaba/mongo;Studio3T/robomongo-shell;wtfuzz/mongo-arm;hse-project/hse-mongo,142824,143696,7,0.1428571429,0.078125
moonlight-stream/moonlight-android,6018,700,10,ClassicOldSong/moonlight-android;Axixi2233/moonlight-android;qiin2333/moonlight-vplus;WACrown/moonlight-android;TrueZhuangJia/moonlight-android-Enhanced-MultiTouch;rexq57/moonlight-android;MuhamadRifkii/moonlight-android;Abyss-c0re/moonlight-android;MaurilhoB/moonlight-android;lyc8503/moonlight-android-no-keyboard-shortcut,3232,4683,10,0.5,0.4945054945
moonlight-stream/moonlight-qt,15341,897,4,qiin2333/moonlight-qt;Axixi2233/moonlight-qt;andygrundman/moonlight-qt;timminator/Moonlight-Tailored-for-GPU-PV,3751,3878,4,0.5,0.4408602151
mortbopet/Ripes,3135,320,0,,1607,1607,0,,0.6929824561
mortennobel/cpp-cheatsheet,3481,749,0,,27,27,0,,0.2142857143
mosra/magnum,5081,462,0,,12134,12134,0,,0.3248945148
moudey/Shell,5876,194,1,std-microblock/nilesoft-shell,438,439,1,0,0.8815789474
mozilla-ai/llamafile,23453,1327,0,,853,853,0,,0.664556962
mozilla/DeepSpeech,26672,4093,4,tarekeldeeb/DeepSpeech-Quran;GeorgeFedoseev/DeepSpeech;srivatsan88/DeepSpeech;AlexandrosFerles/Swedish-Language-Automatic-Speech-Recognition-DeepSpeech,4183,4899,4,0.25,0.7964285714
mozilla/mozjpeg,5634,446,1,ImageOptim/mozjpeg-cocoa,4655,4674,1,1,0.7264957265
mpaland/printf,2904,467,1,eyalroz/printf,142,540,1,1,0.2093023256
mpc-hc/mpc-hc,5190,1376,4,clsid2/mpc-hc;kasper93/mpc-hc;XhmikosR/mpc-hc;LukeRoss00/mpc-vr,10231,13139,4,0.75,0.3221153846
mpitutorial/mpitutorial,2324,803,0,,291,291,0,,0.816091954
mpromonet/webrtc-streamer,3451,643,0,,2164,2164,0,,0.6349206349
mpv-player/mpv,32894,3247,4,mplayer2/mplayer2;plexinc/mpv;ShiftMediaProject/mpv;da1l6/mpv,55786,56152,4,0.25,0.6471217252
mrexodia/TitanHide,2553,461,0,,231,231,0,,0.8571428571
mridgers/clink,3291,279,1,Stanzilla/clink,2147,2173,1,1,0.4871794872
mruby/mruby,5446,801,4,matz/mruby;iij/mruby;miura1729/mruby;pannous/wruby,18039,20625,3,0.5,0.8671124112
mstorsjo/llvm-mingw,2577,226,1,cainiao1992/ollvm-mingw,1949,1971,1,0,0.6885245902
mtoyoda/sl,3187,408,5,sgymtic/sl;eyJhb/sl;sksat/wsl;gmkou/sl;fukuchi/quit,32,69,5,0.2,0.1940298507
mumble-voip/mumble,7439,1263,0,,12562,12562,0,,0.7339027595
musescore/MuseScore,14008,2960,4,LibreScore/webmscore;Jojo-Schmitz/MuseScore;tomcucinotta/MuseScore;diedeno/MuseScore,53150,55266,4,0.75,0.8617934783
mvp/uhubctl,2506,245,0,,378,378,0,,0.5479452055
mydumper/mydumper,2959,476,1,pingcap/mydumper,3970,4055,1,1,0.9198266522
mysql/mysql-server,11900,4097,5,facebook/mysql-8.0;myblockchain/myblockchain;buildup-db/mysql-server-RP;greenlion/warp;kunpengcompute/mysql-server,304304,305711,5,0.2,0
n64decomp/sm64,8334,1084,5,sm64-port/sm64-port;Hydr8gon/sm64;FazanaJ/puppycam;matt-kempster/bingo64;lambertjamesd/sm64,33,463,5,0.4,0.025
nalgeon/sqlean,4203,143,0,,441,441,0,,0.875
namazso/OpenHashTab,4374,197,0,,683,683,0,,0.8285714286
namhyung/uftrace,3359,559,3,kangtegong/uftrace;megaeth-labs/uftrace;kosslab-kr/uftrace,4915,5089,3,0.3333333333,0.7283825025
nanocurrency/nano-node,3526,743,4,BananoCoin/banano;rsnano-node/rsnano-node;Hardcoding-1992/nano-node;gordonshumwayalf/nano-node,8840,17181,2,0.5,0.8753409711
nanomq/nanomq,2247,274,0,,5162,5162,0,,0.9035025018
nanomsg/nanomsg,6225,1002,1,gaobaoru/nanomsg,2025,2025,0,0,0.3895216401
nanomsg/nng,4421,531,1,nanomq/nng,2900,3438,1,1,0.8858638743
nanopb/nanopb,5071,949,0,,1711,1711,0,,0.7566666667
nanovms/nanos,3017,160,0,,3700,3700,0,,0.9571005917
nasa/fprime,10563,1469,2,quest-fw/quest-fw;LeStarch/fprime,6247,7871,2,1,0.8535242291
nbs-system/naxsi,4826,624,0,,827,827,0,,0.6513157895
ndeadly/MissionControl,3088,147,0,,772,772,0,,0.4516129032
nefarius/ViGEmBus,3839,369,0,,670,670,0,,0.8125
nelhage/reptyr,6124,233,0,,386,386,0,,0.7840909091
nem0/LumixEngine,3731,463,0,,7849,7849,0,,0.9100719424
neomutt/neomutt,3588,328,0,,18954,18954,0,,0.8242312988
nesbox/TIC-80,5707,562,3,CliffsDover/TIC-80;asiekierka/TIC-80;glastonbridge/TIC-80,3186,3225,3,0.6666666667,0.8475894246
netblue30/firejail,6818,635,0,,11008,11008,0,,0.925416365
netdata/netdata,76937,6310,3,FunTester-OK/netdata;ktsaou/netdata;cosmohacker/netdata,22380,31235,2,0.6666666667,0.8977344242
networkupstools/nut,3532,391,0,,22434,22434,0,,0.8915159944
neutralinojs/neutralinojs,8182,431,0,,1914,1914,0,,0.7551724138
neutrinolabs/xrdp,6422,2778,1,Nexarian/xrdp,5875,6065,1,1,0.8673469388
newsboat/newsboat,3576,237,0,,8942,8942,0,,0.887195122
nextcloud/desktop,3528,903,0,,40004,40004,0,,0.8786181139
nghttp2/nghttp2,4908,963,0,,8877,8877,0,,0.8810720268
nginx/nginx,28758,7680,7,pengtianabc/nginx-gm;Xetera/nginx-http2-fingerprint;arvancloud/arvannginx;yaroslavros/nginx;sftcd/nginx;wkgcass/libnginx;vvfedorenko/nginx,9523,9788,7,0.1428571429,0.2854030501
nginx/unit,5574,379,0,,3162,3162,0,,0.5995717345
nicbarker/clay,16093,626,0,,488,488,0,,0.6605166052
nicolasff/webdis,2936,313,0,,700,700,0,,0.5652173913
niedev/RTranslator,9418,852,0,,325,325,0,,0.7222222222
nigels-com/glew,2818,625,0,,1447,1447,0,,0.7575757576
nihui/opencv-mobile,3122,430,0,,233,233,0,,0.8695652174
nihui/waifu2x-ncnn-vulkan,3266,226,1,media2x/waifu2x-ncnn-vulkan-python-swig,159,196,1,0,0.5344827586
ninja-build/ninja,12508,1752,1,Kitware/ninja,3357,3642,1,0,0.5913212435
nkolban/esp32-snippets,2480,700,1,me-no-dev/esp32-snippets,622,622,0,1,0.8915662651
nlohmann/json,48082,7541,1,open-source-parsers/json,5061,5100,1,0,0.6887464387
nmap/nmap,12016,2706,5,jax777/nmap;cldrn/nmap;rwincey/nmap;martian56/nmap;robertdavidgraham/nmap,13347,13403,4,0.6,0.00103950104
nmap/npcap,3379,596,0,,2436,2436,0,,0.4102564103
nmslib/hnswlib,5008,777,2,chroma-core/hnswlib;generall/cat_hnswlib,524,759,2,0.5,0.625
nmslib/nmslib,3549,463,0,,1745,1745,0,,0.7272727273
nodegui/nodegui,9163,308,0,,1499,1499,0,,0.7392686804
nodejs/http-parser,6427,1510,2,arnoldlu/http-parser;smithmicro/HTTPParser,461,486,2,0,0.1563636364
nodejs/nan,3341,531,0,,1360,1360,0,,0.6721649485
nodemcu/nodemcu-firmware,7854,3068,1,AllAboutEE/nodemcu-firmware,2971,2974,1,1,0.7618733509
nomic-ai/gpt4all,76956,8531,6,Galalex1/gpt4all;Gena199313/gpt4all;last-suns3t/gpt4all;noteligble/gpt4all;Genos9292/gpt4all;elite-us/gpt4all,2631,2631,0,0,0.7888982338
nonstriater/Learn-Algorithms,8812,2196,1,halfrost/Learn-Algorithms,274,274,0,0,0.6428571429
notepad-plus-plus/notepad-plus-plus,26327,4989,2,donho/notepad-plus-plus;WoofyIO/notepad-plus-plus,7145,7335,2,0.5,0.01936799185
nothings/stb,30736,8159,1,ocornut/stb,2223,2232,1,1,0.3605947955
ntop/PF_RING,2893,367,0,,4667,4667,0,,0.8173913043
ntop/n2n,6780,1003,1,lucktu/cnn2n,1481,1529,1,0,0.8902439024
ntop/nDPI,4252,880,1,vel21ripn/nDPI,5740,6435,1,1,0.9099616858
numberwolf/h265web.js,2218,389,0,,316,316,0,,0.6631578947
nuta/operating-system-in-1000-lines,3118,241,0,,201,201,0,,0.8630136986
nuttyartist/notes,4179,365,0,,1288,1288,0,,0.9149659864
o3de/o3de,8837,2382,2,hui211314dd/o3de;aws-lumberyard-dev/o3de,27752,32092,2,0.5,0.8991391029
oatpp/oatpp,8487,1354,0,,1798,1798,0,,0.8515081206
obsproject/obs-studio,68558,8979,10,pkviet/obs-studio;Andersama/obs-studio;mixer/obs-studio-ftl;streamlabs/obs-studio;w23/obs-studio;dev47apps/droidcam-obs-client;tommyvct/obs-studio;amazon-contributing/upstreaming-to-obs-studio;Sean-Der/obs-studio;RemoteMonster/remon-obs-studio,15799,24915,10,0.9,0.7019928732
obsproject/obs-websocket,4195,727,0,,2591,2591,0,,0.7828054299
oceanbase/miniob,4298,1526,1,CentaureaHO/miniob,383,435,1,0,0.7094240838
oceanbase/oceanbase,9797,1808,0,,36748,36748,0,,0.5561719834
oclint/oclint,3860,515,1,Lianghuajian/oclint,1285,1310,1,0,0.9247787611
ocornut/imgui,69918,10999,18,Flix01/imgui;JakeCoxon/imgui-win98;adobe/imgui;TheCherno/imgui;Csabix/imgui;thedmd/imgui;pixellon/imgui;Mojang/imgui;ubisoft/imgui;hendradarwin/imgui;LAK132/ImSoft;KytoDragon/imgui;ggerganov/imgui;zmertens/imgui;cmaughan/imgui;sronsse/imgui;1harios/imgui;syoyo/imgui,11310,13007,17,0.3888888889,0.2516840171
octalmage/robotjs,12689,938,4,jitsi/robotjs;ftyszyx/robotjs;ToDesktop/robotjs-prebuild;muffintoad/robotjs,690,999,4,0.5,0.6058823529
odriverobotics/ODrive,3441,1556,2,Nate711/ODrive;Wetmelon/ODrive,3789,3846,2,1,0.6764705882
official-stockfish/Stockfish,14245,2615,11,ddugovic/Stockfish;hi-ogawa/Stockfish;nodchip/Stockfish;jhellis3/Stockfish;EthanJamesLew/Trollfish;MichaelB7/Stockfish;ChessCom/stockfish;rotolonico/Badfish;vondele/Stockfish;IIvec/Stockfish;niklasf/Stockfish,7711,20818,11,0.6363636364,0.08098659934
oguzhaninan/Stacer,9185,633,1,QuentiumYT/Stacer,683,779,1,0,0.8111888112
ohler55/oj,3184,263,0,,1657,1657,0,,0.8832891247
okbob/pspg,2674,92,0,,1328,1328,0,,0.9047619048
olikraus/u8g2,6121,1165,0,,3225,3225,0,,0.7076923077
olive-editor/olive,8855,602,1,OliveCommunity/olivece,6776,6822,1,0,0.6095444685
onnx/onnx-tensorrt,3173,544,0,,419,419,0,,0.8238636364
opa334/Dopamine,4442,500,6,roothide/Dopamine2-roothide;roothide/Dopamine-roothide;w2599/Dopamine;wwg135/Dopamine;Liam0205/Dopamine;CyPwn/Xinam1ne,1274,5868,6,0.6666666667,0.6103896104
open-mpi/ompi,2474,880,1,kunpengcompute/hmpi,52990,53151,1,0,0.8808199423
open-quantum-safe/liboqs,2651,679,0,,5450,5450,0,,0.8423493045
open-sdr/openwifi,4433,733,2,JiaoXianjun/openwifi;MicroPhase/openwifi,999,1003,1,0.5,0.7619047619
open-source-parsers/jsoncpp,8773,2737,0,,1634,1634,0,,0.6883289125
open5gs/open5gs,2316,902,0,,4947,4947,0,,0.7815631263
open62541/open62541,2969,1343,0,,12259,12259,0,,0.7977235001
openMVG/openMVG,6247,1653,1,open-anatomy/SfM_gui_for_openMVG,3035,3066,1,0,0.4672897196
openai/retro,3550,527,1,MatPoliquin/stable-retro,319,424,1,0,0.5396825397
openalpr/openalpr,11325,2508,1,sunfic/openalpr-updated,1392,1395,1,0,0.6492146597
openbsd/src,3609,926,1,jcs/openbsd-src,242463,243610,1,0,0
openctp/openctp,2583,538,0,,44,44,0,,0.875
opencv/opencv,85183,56050,19,microsoft/opencv;sylvain-prevost/opencv-hololens;kakukogou/opencv;huningxin/opencv;MooreThreads/opencv;Genos9292/opencv;jrosebr1/opencv;daveselinger/opencv;ShaheenJawadi/opencv;shr670377723/opencv;lenlen/opencv;emgucv/opencv;opencv-java/opencv;QianMo/opencv;asmorkalov/opencv;upperwal/opencv;alalek/opencv;amanraj-iit/opencv;komakai/opencv,36929,40212,13,0.4736842105,0.8019677245
opencv/opencv_contrib,9924,5706,8,WeChatCV/opencv_contrib;cudawarped/opencv_contrib;Tetragramm/opencv_contrib;tolgabirdal/opencv_contrib;fpuja/opencv_contrib;ludv1x/opencv_contrib;stereomatchingkiss/opencv_contrib;microsoft/opencv_contrib,4778,5264,8,0.75,0.7858017136
openframeworks/openFrameworks,10274,2503,12,openFrameworks-RaspberryPi/openFrameworks;openframeworks-vk/openFrameworks;microsoftarchive/openFrameworks;liquidzym/openFrameworks;arturoc/openFrameworks;andreasmuller/openFrameworks;kylemcdonald/openFrameworks;prisonerjohn/openFrameworks;falcon4ever/openFrameworks;damian0815/openFrameworks;bakercp/openFrameworks;ofTheo/openFrameworks,18162,23098,12,0.8333333333,0.7811816193
openjdk/jfx,3125,555,0,,13261,13261,0,,0.0004982561036
openmv/openmv,2709,1187,2,kwagyeman/openmv;WeActStudio/openmv,7547,7959,2,0.5,0.8870222596
openrazer/openrazer,4127,568,0,,2028,2028,0,,0.7119205298
openresty/lua-nginx-module,11687,2049,1,github/lua-nginx-module,4014,4087,1,0,0.3828571429
openresty/openresty,13506,1617,0,,1858,1858,0,,0.5458167331
openscad/openscad,8506,1373,4,pythonscad/pythonscad;gsohler/openscad;kevinmehall/pyscad;hmeyer/openscadpy,12837,15452,4,0.5,0.7844797178
openscenegraph/OpenSceneGraph,3510,1383,3,stmh/osg;OpenMW/osg;MozillaReality/OpenSceneGraph,18164,32978,3,1,0.5988095238
openssh/openssh-portable,3600,1478,5,PowerShell/openssh-portable;rapier1/hpn-ssh;open-quantum-safe/openssh;dmikushin/openssh-android;ferrumgate/secure.server.ssh,13917,18793,5,0.8,0.003372681282
openssl/openssl,29170,5800,16,quictls/openssl;open-quantum-safe/openssl;microsoft/openssl;PeterMosmans/openssl;sftcd/openssl;mpeylo/cmpossl;xiaohuadongdong/openssl;kassane/openssl-zig;akamai/openssl;tatsuhiro-t/openssl;tedi4t/openssl;22alo/openssl;igorgamer001/openssl;elenakozlova28/openssl;deemru/openssl;siemens/openssl,61882,75117,11,0.5625,0.008695130727
openthread/openthread,3816,1105,2,espressif/openthread;SiliconLabs/openthread,9072,9264,2,0.5,0.8998403406
opentoonz/opentoonz,5280,593,1,morevnaproject-org/opentoonz,4850,5923,1,1,0.876861167
opentrack/opentrack,4455,514,3,JT8D-17/opentrack;matatata/opentrack;Priton-CE/opentrack-StarCitizen,7510,7646,3,0.6666666667,0.7419354839
